FIPS,CASE_TYPE,ATTORNEY_TYPE,FILE_DATE,OFFENSE_CLASS_CODE,FINAL_DISP_DATE
75,F,N,7/6/11,6,7/18/11
77,F,N,3/14/11,U,3/28/11
79,F,N,2/14/11,O,2/16/11
79,F,N,2/23/11,U,2/23/11
85,F,N,5/2/11,5,5/10/11
85,F,N,5/2/11,5,5/10/11
85,F,N,5/2/11,5,5/10/11
85,F,N,5/2/11,5,5/10/11
87,F,N,4/18/11,3,6/9/11
89,F,N,3/24/11,2,3/24/11
89,F,N,3/24/11,O,3/24/11
89,F,N,3/24/11,O,3/24/11
89,F,N,3/24/11,O,3/24/11
93,F,N,6/22/11,O,9/15/11
93,F,N,10/18/11,O,12/1/11
99,F,N,5/24/11,U,6/22/11
99,F,N,8/18/11,5,9/7/11
99,F,N,11/8/11,U,11/16/11
105,F,N,12/6/10,O,2/23/11
105,F,N,1/26/11,U,2/14/11
107,F,N,2/24/11,U,2/24/11
107,F,N,4/14/11,U,4/14/11
107,F,N,5/12/11,U,5/12/11
107,F,N,5/31/11,U,8/22/11
107,F,N,6/2/11,U,6/21/11
107,F,N,8/16/11,U,8/16/11
107,F,N,8/19/11,U,8/19/11
107,F,N,11/7/11,U,11/18/11
107,F,N,12/5/11,U,12/7/11
109,F,N,8/22/11,6,12/1/11
109,F,N,8/22/11,5,12/1/11
109,F,N,8/29/11,O,9/6/11
109,F,N,12/1/11,5,12/1/11
113,F,N,3/7/11,4,3/10/11
113,F,N,3/7/11,4,3/10/11
113,F,N,3/7/11,4,3/10/11
113,F,N,3/7/11,4,3/10/11
113,F,N,3/7/11,4,3/10/11
113,F,N,3/7/11,4,3/10/11
113,F,N,3/7/11,4,3/10/11
113,F,N,3/7/11,4,3/10/11
113,F,N,11/3/11,U,12/16/11
133,F,N,3/3/11,6,3/7/11
133,F,N,3/4/11,6,3/7/11
133,F,N,7/7/11,O,7/18/11
133,F,N,8/5/11,6,10/3/11
133,F,N,8/11/11,6,8/15/11
133,F,N,9/9/11,U,9/12/11
133,F,N,11/4/11,6,11/21/11
135,F,N,8/9/11,O,8/17/11
135,F,N,11/4/11,O,11/9/11
135,F,N,11/16/11,U,12/7/11
139,F,N,11/18/10,5,2/10/11
145,F,N,4/14/11,O,5/6/11
145,F,N,6/30/11,,7/8/11
145,F,N,7/21/11,6,7/22/11
145,F,N,7/21/11,6,7/22/11
147,F,N,4/26/11,4,6/30/11
149,F,N,8/9/11,U,9/12/11
153,F,N,4/21/10,6,7/18/11
153,F,N,9/1/10,5,10/24/11
153,F,N,9/29/10,O,1/3/11
153,F,N,10/4/10,6,1/5/11
153,F,N,10/4/10,6,1/5/11
153,F,N,11/1/10,6,3/11/11
153,F,N,11/17/10,6,2/4/11
153,F,N,12/6/10,5,2/4/11
153,F,N,12/6/10,O,1/18/11
153,F,N,12/7/10,6,3/14/11
153,F,N,12/13/10,O,2/2/11
153,F,N,1/3/11,O,3/11/11
153,F,N,1/18/11,O,3/10/11
153,F,N,1/19/11,O,3/1/11
153,F,N,1/19/11,6,3/1/11
153,F,N,1/27/11,O,3/24/11
153,F,N,1/31/11,O,2/4/11
153,F,N,2/4/11,5,3/7/11
153,F,N,2/7/11,3,2/8/11
153,F,N,2/14/11,O,3/18/11
153,F,N,3/29/11,O,4/28/11
153,F,N,3/30/11,5,5/3/11
153,F,N,4/4/11,5,6/28/11
153,F,N,4/20/11,6,6/20/11
153,F,N,4/20/11,6,6/20/11
153,F,N,4/22/11,5,5/19/11
153,F,N,5/20/11,O,9/8/11
153,F,N,6/8/11,6,7/26/11
153,F,N,6/10/11,O,7/28/11
153,F,N,6/17/11,6,9/20/11
153,F,N,6/17/11,6,9/20/11
153,F,N,6/17/11,6,9/20/11
153,F,N,6/17/11,6,9/20/11
153,F,N,6/17/11,6,9/20/11
153,F,N,6/22/11,6,10/25/11
153,F,N,6/24/11,5,8/23/11
153,F,N,6/30/11,6,6/6/11
153,F,N,7/1/11,O,9/27/11
153,F,N,7/26/11,5,9/20/11
153,F,N,7/27/11,O,9/27/11
153,F,N,7/28/11,U,7/28/11
153,F,N,7/29/11,U,7/29/11
153,F,N,8/1/11,O,10/17/11
153,F,N,8/2/11,6,11/18/11
153,F,N,8/12/11,O,11/14/11
153,F,N,8/15/11,6,9/15/11
153,F,N,8/16/11,5,11/4/11
153,F,N,8/22/11,O,10/27/11
153,F,N,9/2/11,5,9/23/11
153,F,N,9/2/11,5,9/23/11
153,F,N,9/6/11,5,10/7/11
153,F,N,9/6/11,6,12/12/11
153,F,N,10/5/11,5,12/1/11
153,F,N,10/11/11,6,12/6/11
153,F,N,10/18/11,U,11/2/11
153,F,N,10/18/11,O,12/8/11
153,F,N,10/19/11,U,10/20/11
153,F,N,10/26/11,6,12/9/11
153,F,N,12/2/11,O,12/16/11
161,F,N,11/23/10,5,1/12/11
163,F,N,4/8/11,5,4/11/11
165,F,N,3/4/11,3,3/24/11
167,F,N,9/8/10,5,11/15/11
169,F,N,1/3/11,6,1/27/11
169,F,N,4/4/11,O,8/25/11
169,F,N,9/26/11,U,9/27/11
171,F,N,10/4/10,O,6/13/11
171,F,N,2/22/11,U,5/17/11
171,F,N,4/19/11,U,4/19/11
171,F,N,6/3/11,6,7/18/11
171,F,N,6/3/11,6,7/18/11
171,F,N,6/9/11,6,8/22/11
171,F,N,8/10/11,U,8/12/11
171,F,N,9/26/11,5,10/24/11
171,F,N,11/16/11,6,12/5/11
175,F,N,11/9/11,O,11/10/11
177,F,N,9/30/10,6,1/25/11
177,F,N,1/10/11,6,1/18/11
177,F,N,2/3/11,O,2/15/11
177,F,N,2/3/11,6,2/15/11
177,F,N,2/3/11,6,2/15/11
177,F,N,3/18/11,6,4/18/11
177,F,N,3/18/11,6,4/18/11
177,F,N,3/28/11,6,4/12/11
177,F,N,3/28/11,O,4/12/11
177,F,N,3/28/11,6,4/12/11
177,F,N,3/28/11,6,4/12/11
177,F,N,6/1/11,6,6/9/11
177,F,N,6/15/11,6,6/28/11
177,F,N,6/15/11,O,6/28/11
177,F,N,7/26/11,6,8/11/11
177,F,N,8/25/11,U,9/29/11
177,F,N,8/25/11,6,11/16/11
177,F,N,9/1/11,6,9/13/11
177,F,N,9/22/11,6,10/13/11
177,F,N,10/20/11,O,11/1/11
177,F,N,11/29/11,6,12/6/11
183,F,N,7/20/11,O,10/24/11
185,F,N,12/29/10,6,1/27/11
185,F,N,1/21/11,6,1/27/11
187,F,N,5/15/00,U,2/9/11
187,F,N,2/28/11,O,7/13/11
191,F,N,3/1/11,5,4/6/11
191,F,N,7/20/11,U,8/16/11
191,F,N,8/2/11,6,9/7/11
191,F,N,8/2/11,6,9/7/11
191,F,N,8/24/11,U,9/6/11
191,F,N,9/19/11,U,10/14/11
191,F,N,10/3/11,U,10/4/11
191,F,N,10/25/11,U,12/14/11
191,F,N,11/18/11,U,12/16/11
191,F,N,11/23/11,U,12/16/11
197,F,N,8/9/11,O,9/22/11
510,F,N,4/1/11,O,5/16/11
510,F,N,5/25/11,5,6/14/11
510,F,N,5/25/11,5,6/14/11
520,F,N,11/12/10,6,1/6/11
520,F,N,11/12/10,6,1/6/11
570,F,N,3/29/11,6,10/19/11
570,F,N,6/2/11,6,8/23/11
570,F,N,7/25/11,5,11/29/11
590,F,N,5/31/11,5,6/1/11
610,F,N,12/2/11,U,11/30/11
620,F,N,6/1/11,6,8/15/11
630,F,N,12/3/10,6,4/12/11
630,F,N,12/3/10,6,4/12/11
630,F,N,7/11/11,O,8/16/11
630,F,N,7/11/11,O,8/16/11
630,F,N,10/13/11,6,10/13/11
630,F,N,12/21/11,O,12/29/11
640,F,N,3/3/11,U,3/14/11
640,F,N,8/25/11,5,8/26/11
640,F,N,8/25/11,5,8/26/11
650,F,N,8/18/11,6,12/12/11
680,F,N,6/10/10,5,1/5/11
680,F,N,11/2/10,6,1/24/11
680,F,N,11/2/10,4,1/24/11
680,F,N,11/10/10,5,1/18/11
680,F,N,4/25/11,6,5/3/11
680,F,N,5/6/11,O,7/14/11
680,F,N,9/16/11,O,12/14/11
680,F,N,9/16/11,O,12/14/11
730,F,N,10/24/11,3,12/2/11
762,F,N,12/6/10,4,4/28/11
770,F,N,2/1/11,O,2/11/11
770,F,N,2/17/11,5,2/17/11
770,F,N,3/10/11,O,4/7/11
770,F,N,6/29/11,5,6/29/11
770,F,N,7/25/11,O,7/26/11
775,F,N,2/23/11,U,5/3/11
800,F,N,8/2/11,U,8/2/11
810,F,N,7/8/11,3,9/2/11
810,F,N,8/19/11,O,9/30/11
810,F,N,9/6/11,5,12/8/11
810,F,N,10/5/11,O,10/20/11
810,F,N,10/5/11,O,10/20/11
810,F,N,11/9/11,6,12/22/11
