FIPS,CASE_TYPE,ATTORNEY_TYPE,FILE_DATE,OFFENSE_CLASS_CODE,FINAL_DISP_DATE
165,F,N,4/4/13,6,11/27/13
165,F,N,4/4/13,6,11/27/13
165,F,N,4/4/13,6,11/27/13
165,F,N,4/4/13,6,11/27/13
165,F,N,4/4/13,6,11/27/13
165,F,N,4/4/13,5,11/27/13
165,F,N,4/4/13,5,11/27/13
165,F,N,4/4/13,5,11/27/13
165,F,N,4/4/13,5,11/27/13
165,F,N,4/4/13,5,11/27/13
165,F,N,4/4/13,5,11/27/13
165,F,N,4/4/13,5,11/27/13
165,F,N,10/24/13,6,11/19/13
169,F,N,4/11/13,U,4/11/13
169,F,N,6/17/13,O,6/25/13
169,F,N,7/1/13,U,7/25/13
169,F,N,7/22/13,5,7/23/13
169,F,N,9/25/13,6,10/3/13
171,F,N,1/7/13,6,4/1/13
171,F,N,1/10/13,6,3/18/13
171,F,N,6/26/13,5,8/9/13
171,F,N,11/13/13,6,12/3/13
175,F,N,12/7/12,O,4/2/13
175,F,N,4/8/13,U,4/23/13
175,F,N,5/16/13,5,5/17/13
175,F,N,10/7/13,O,10/8/13
177,F,N,1/30/13,5,3/19/13
177,F,N,3/12/13,6,5/17/13
177,F,N,5/21/13,O,6/11/13
177,F,N,5/23/13,6,6/18/13
177,F,N,9/13/13,6,9/24/13
185,F,N,8/6/13,6,8/21/13
185,F,N,8/28/13,U,8/28/13
185,F,N,8/29/13,U,9/4/13
185,F,N,11/12/13,U,11/13/13
187,F,N,3/26/13,O,8/28/13
187,F,N,3/28/13,5,7/17/13
187,F,N,8/26/13,6,9/24/13
191,F,N,1/15/13,U,1/16/13
191,F,N,1/23/13,O,2/4/13
191,F,N,1/28/13,5,4/17/13
191,F,N,2/4/13,U,2/15/13
191,F,N,7/2/13,U,7/17/13
191,F,N,7/10/13,U,7/24/13
191,F,N,8/7/13,U,8/7/13
191,F,N,11/15/13,U,12/6/13
191,F,N,12/2/13,6,12/18/13
197,F,N,6/3/13,,8/1/13
197,F,N,7/8/13,O,9/26/13
197,F,N,10/4/13,O,10/4/13
197,F,N,11/18/13,6,12/5/13
199,F,N,3/25/13,2,3/26/13
199,F,N,3/25/13,2,3/26/13
510,F,N,6/27/13,6,7/29/13
510,F,N,7/11/13,5,7/22/13
520,F,N,2/11/13,U,2/21/13
520,F,N,3/15/13,U,3/28/13
550,F,N,12/13/12,6,1/4/13
550,F,N,2/6/13,6,2/8/13
550,F,N,4/29/13,U,5/2/13
550,F,N,4/29/13,6,5/2/13
550,F,N,4/29/13,6,5/2/13
550,F,N,4/29/13,6,5/2/13
550,F,N,4/29/13,6,5/2/13
550,F,N,4/29/13,U,5/2/13
550,F,N,4/29/13,U,5/2/13
550,F,N,4/29/13,6,5/2/13
550,F,N,4/29/13,6,5/2/13
550,F,N,7/24/13,6,7/26/13
550,F,N,8/21/13,5,8/23/13
590,F,N,7/31/12,O,4/17/13
590,F,N,7/31/12,O,4/17/13
590,F,N,3/1/13,U,6/3/13
595,F,N,11/20/13,O,11/20/13
620,F,N,5/30/13,U,6/3/13
640,F,N,2/12/13,5,2/1/13
650,F,N,3/27/12,6,12/17/13
650,F,N,11/28/12,6,1/9/13
650,F,N,12/5/12,6,4/9/13
650,F,N,1/3/13,6,8/23/13
650,F,N,1/25/13,6,3/6/13
650,F,N,2/21/13,6,4/25/13
650,F,N,3/14/13,6,6/4/13
650,F,N,3/25/13,6,6/28/13
650,F,N,5/10/13,6,7/22/13
650,F,N,5/21/13,6,6/12/13
650,F,N,5/30/13,6,7/24/13
650,F,N,8/15/13,6,9/13/13
650,F,N,9/6/13,6,12/5/13
650,F,N,10/9/13,6,12/2/13
650,F,N,10/22/13,6,11/21/13
650,F,N,10/29/13,6,12/6/13
650,F,N,10/30/13,6,12/10/13
650,F,N,11/18/13,3,11/22/13
650,F,N,12/2/13,4,12/2/13
650,F,N,12/2/13,U,12/2/13
670,F,N,10/15/13,3,10/17/13
680,F,N,11/30/12,O,3/13/13
680,F,N,7/29/13,5,8/12/13
702,F,N,6/10/13,6,8/19/13
702,F,N,9/3/13,6,11/5/13
702,F,N,9/30/13,6,11/19/13
711,F,N,12/10/12,6,2/27/13
711,F,N,7/1/13,O,10/7/13
711,F,N,10/7/13,2,12/3/13
712,F,N,4/22/13,6,6/5/13
761,F,N,1/17/13,U,1/22/13
761,F,N,10/7/13,O,11/8/13
761,F,N,10/16/13,6,10/16/13
762,F,N,4/27/00,,11/7/13
762,F,N,10/16/13,5,10/17/13
764,F,N,1/25/13,6,4/24/13
764,F,N,12/5/13,O,12/9/13
770,F,N,6/11/13,5,6/11/13
770,F,N,9/16/13,U,12/20/13
800,F,N,10/15/13,3,10/15/13
810,F,N,2/22/13,5,6/28/13
810,F,N,4/15/13,6,4/15/13
810,F,N,5/30/13,5,10/11/13
810,F,N,5/31/13,U,6/7/13
810,F,N,6/17/13,O,7/25/13
810,F,N,6/17/13,O,7/25/13
810,F,N,6/18/13,O,8/30/13
810,F,N,8/7/13,6,9/27/13
810,F,N,8/7/13,U,9/27/13
810,F,N,9/16/13,4,11/15/13
810,F,N,9/23/13,5,11/8/13
