FIPS,CASE_TYPE,ATTORNEY_TYPE,FILE_DATE,OFFENSE_CLASS_CODE,FINAL_DISP_DATE
153,F,N,4/27/12,6,7/16/12
153,F,N,4/27/12,6,7/16/12
153,F,N,5/2/12,O,6/26/12
153,F,N,5/7/12,O,5/24/12
153,F,N,5/7/12,O,5/24/12
153,F,N,5/30/12,O,6/29/12
153,F,N,6/6/12,O,9/11/12
153,F,N,6/15/12,U,7/19/12
153,F,N,6/15/12,O,8/6/12
153,F,N,6/22/12,O,9/11/12
153,F,N,6/22/12,5,9/11/12
153,F,N,6/22/12,O,9/11/12
153,F,N,6/22/12,5,9/11/12
153,F,N,6/22/12,O,9/11/12
153,F,N,6/26/12,O,9/11/12
153,F,N,6/28/12,5,7/18/12
153,F,N,7/19/12,U,7/30/12
153,F,N,7/26/12,5,9/13/12
153,F,N,7/30/12,6,10/24/12
153,F,N,8/1/12,6,8/16/12
153,F,N,8/21/12,5,10/16/12
153,F,N,8/21/12,5,9/13/12
153,F,N,8/30/12,O,10/9/12
153,F,N,8/30/12,O,10/9/12
153,F,N,8/31/12,O,8/31/12
153,F,N,9/4/12,6,9/28/12
153,F,N,9/25/12,6,10/26/12
153,F,N,9/27/12,U,10/12/12
153,F,N,9/27/12,O,11/14/12
153,F,N,10/9/12,U,11/5/12
153,F,N,10/26/12,6,11/14/12
153,F,N,10/26/12,5,12/11/12
153,F,N,10/31/12,O,12/19/12
153,F,N,11/9/12,6,12/13/12
169,F,N,1/9/12,U,1/10/12
169,F,N,3/19/12,6,4/26/12
169,F,N,11/13/12,U,12/4/12
171,F,N,1/19/12,O,2/24/12
171,F,N,3/26/12,U,3/26/12
171,F,N,8/8/12,U,8/8/12
171,F,N,11/20/12,6,12/10/12
173,F,N,5/25/12,5,8/23/12
177,F,N,12/29/11,6,3/21/12
177,F,N,4/23/12,6,6/21/12
177,F,N,5/24/12,6,6/26/12
177,F,N,5/24/12,6,6/26/12
177,F,N,6/25/12,U,8/16/12
177,F,N,9/27/12,6,10/4/12
179,F,N,3/13/12,U,4/13/12
183,F,N,3/5/12,O,6/11/12
183,F,N,3/5/12,5,6/11/12
183,F,N,10/26/12,5,12/3/12
185,F,N,12/1/11,6,1/12/12
185,F,N,1/30/12,O,4/13/12
185,F,N,2/24/12,6,10/12/12
185,F,N,5/16/12,6,12/13/12
185,F,N,5/22/12,6,8/9/12
191,F,N,9/22/11,5,4/3/12
191,F,N,9/22/11,5,4/3/12
191,F,N,12/8/11,5,6/6/12
191,F,N,1/25/12,U,2/22/12
191,F,N,1/25/12,U,2/3/12
191,F,N,2/7/12,U,3/7/12
191,F,N,2/15/12,O,2/24/12
191,F,N,6/12/12,U,6/26/12
191,F,N,6/28/12,U,7/25/12
191,F,N,7/10/12,O,7/10/12
191,F,N,8/6/12,U,8/22/12
191,F,N,10/9/12,U,11/2/12
191,F,N,12/3/12,U,12/14/12
193,F,N,3/7/12,6,6/26/12
197,F,N,7/13/12,5,8/10/12
197,F,N,8/21/12,5,8/21/12
199,F,N,6/26/12,O,10/10/12
199,F,N,6/26/12,O,10/10/12
199,F,N,6/26/12,O,10/10/12
510,F,N,4/2/12,O,6/29/12
510,F,N,5/8/12,6,6/25/12
540,F,N,3/20/12,6,3/22/12
540,F,N,10/3/12,O,10/15/12
550,F,N,10/16/12,6,10/18/12
570,F,N,9/6/11,5,2/15/12
570,F,N,9/21/11,5,1/11/12
570,F,N,11/2/11,6,1/11/12
570,F,N,10/1/12,6,11/7/12
590,F,N,6/18/12,O,6/20/12
590,F,N,6/26/12,U,7/13/12
610,F,N,9/27/12,U,11/28/12
620,F,N,1/9/12,O,1/9/12
650,F,N,3/25/11,6,11/16/12
650,F,N,4/8/11,O,6/25/12
650,F,N,9/14/11,5,2/21/12
650,F,N,9/21/11,6,1/5/12
650,F,N,10/5/11,6,2/3/12
650,F,N,10/20/11,6,4/5/12
650,F,N,12/6/11,6,2/17/12
650,F,N,1/30/12,6,5/15/12
650,F,N,3/1/12,6,5/16/12
650,F,N,5/14/12,1,7/20/12
650,F,N,5/15/12,6,6/29/12
650,F,N,5/16/12,6,10/30/12
650,F,N,7/11/12,6,11/7/12
650,F,N,7/12/12,6,9/6/12
650,F,N,9/20/12,6,10/10/12
680,F,N,9/26/11,O,1/11/12
680,F,N,7/16/12,O,8/2/12
690,F,N,11/30/12,O,12/5/12
690,F,N,11/30/12,O,12/5/12
711,F,N,1/17/12,U,5/15/12
712,F,N,1/23/12,5,2/23/12
712,F,N,1/23/12,6,2/23/12
730,F,N,8/30/12,O,9/28/12
750,F,N,9/4/12,O,10/25/12
750,F,N,9/4/12,O,10/25/12
750,F,N,11/19/12,O,12/6/12
761,F,N,7/19/12,6,7/26/12
761,F,N,10/4/12,6,10/4/12
762,F,N,8/9/11,5,4/23/12
762,F,N,9/26/12,6,9/26/12
762,F,N,10/2/12,6,10/2/12
762,F,N,10/19/12,6,10/19/12
770,F,N,2/24/11,6,9/7/12
770,F,N,8/3/12,6,9/17/12
775,F,N,2/14/12,U,2/14/12
775,F,N,2/14/12,U,2/14/12
775,F,N,2/14/12,U,2/14/12
775,F,N,2/14/12,U,2/14/12
775,F,N,2/14/12,U,2/14/12
775,F,N,3/20/12,6,3/23/12
775,F,N,7/24/12,6,7/27/12
800,F,N,8/7/12,O,8/23/12
800,F,N,8/7/12,O,8/23/12
800,F,N,8/7/12,5,8/23/12
800,F,N,12/10/12,U,12/11/12
810,F,N,6/29/12,O,8/9/12
810,F,N,7/31/12,6,10/4/12
820,F,N,10/15/12,5,10/22/12
820,F,N,10/15/12,5,10/22/12
820,F,N,10/15/12,5,10/22/12
820,F,N,10/15/12,5,10/22/12
840,F,N,12/19/11,O,3/28/12
840,F,N,1/31/12,6,3/28/12
