FIPS,CASE_TYPE,ATTORNEY_TYPE,FILE_DATE,OFFENSE_CLASS_CODE,FINAL_DISP_DATE
85,F,N,12/6/13,6,4/9/14
87,F,N,3/10/14,6,3/10/14
87,F,N,3/10/14,6,3/10/14
87,F,N,3/10/14,6,3/10/14
87,F,N,3/10/14,5,3/10/14
87,F,N,3/11/14,6,3/12/14
87,F,N,4/1/14,5,4/1/14
87,F,N,4/21/14,5,7/23/14
87,F,N,4/22/14,O,4/24/14
87,F,N,4/24/14,O,4/24/14
87,F,N,4/24/14,O,4/24/14
87,F,N,5/8/14,5,6/10/14
87,F,N,7/23/14,6,7/23/14
87,F,N,7/28/14,6,7/28/14
87,F,N,8/28/14,5,12/11/14
87,F,N,10/9/14,5,10/23/14
87,F,N,10/9/14,O,10/23/14
87,F,N,10/9/14,O,10/23/14
87,F,N,10/20/14,5,12/4/14
87,F,N,12/30/14,O,12/30/14
89,F,N,7/9/14,5,7/9/14
89,F,N,7/9/14,5,7/9/14
93,F,N,10/14/14,O,10/15/14
99,F,N,2/18/14,6,2/19/14
103,F,N,11/19/14,O,11/19/14
103,F,N,11/19/14,O,11/19/14
103,F,N,11/19/14,,11/19/14
105,F,N,8/12/13,U,1/15/14
105,F,N,12/30/13,O,1/27/14
105,F,N,12/30/13,O,1/27/14
105,F,N,1/8/14,U,1/8/14
105,F,N,7/8/14,O,7/9/14
105,F,N,7/8/14,O,7/9/14
105,F,N,8/1/14,6,9/10/14
105,F,N,10/9/14,6,11/24/14
105,F,N,12/15/14,3,12/15/14
105,F,N,12/15/14,4,12/15/14
107,F,N,1/13/14,U,2/26/14
107,F,N,2/19/14,U,6/11/14
107,F,N,4/14/14,U,7/2/14
107,F,N,4/17/14,U,5/16/14
107,F,N,5/1/14,U,5/1/14
107,F,N,5/5/14,U,6/6/14
107,F,N,5/23/14,U,6/4/14
107,F,N,6/9/14,U,6/27/14
107,F,N,6/19/14,U,7/2/14
107,F,N,6/23/14,U,6/23/14
107,F,N,6/26/14,U,6/26/14
107,F,N,7/9/14,U,7/9/14
107,F,N,7/10/14,U,7/10/14
107,F,N,7/17/14,U,7/17/14
107,F,N,7/18/14,U,8/6/14
107,F,N,7/25/14,U,7/25/14
107,F,N,7/28/14,U,8/29/14
107,F,N,8/6/14,U,8/6/14
107,F,N,8/12/14,U,8/25/14
107,F,N,8/14/14,U,8/25/14
107,F,N,8/21/14,U,9/4/14
107,F,N,8/26/14,U,8/26/14
107,F,N,8/28/14,U,8/28/14
107,F,N,8/29/14,2,8/29/14
107,F,N,8/29/14,4,8/29/14
107,F,N,8/29/14,3,8/29/14
107,F,N,9/4/14,,9/4/14
107,F,N,9/30/14,6,11/7/14
107,F,N,10/27/14,U,11/4/14
107,F,N,11/4/14,U,11/4/14
107,F,N,11/5/14,U,11/12/14
107,F,N,12/11/14,U,12/11/14
121,F,N,3/20/14,O,3/20/14
121,F,N,8/26/14,O,8/26/14
121,F,N,9/3/14,O,10/3/14
121,F,N,10/7/14,5,10/24/14
121,F,N,11/21/14,O,11/21/14
127,F,N,3/5/14,U,3/26/14
127,F,N,12/2/14,U,12/9/14
133,F,N,5/30/14,U,6/2/14
133,F,N,6/16/14,U,6/16/14
133,F,N,7/24/14,O,7/18/14
133,F,N,7/24/14,O,7/18/14
133,F,N,10/2/14,5,10/6/14
135,F,N,2/20/14,6,2/26/14
135,F,N,3/21/14,1,3/19/14
135,F,N,3/21/14,6,3/19/14
135,F,N,4/23/14,4,5/7/14
135,F,N,5/2/14,O,6/11/14
135,F,N,9/18/14,5,11/19/14
135,F,N,9/18/14,5,11/19/14
135,F,N,3/11/97,,11/5/14
137,F,N,7/16/14,5,9/17/14
139,F,N,8/23/13,U,5/23/14
139,F,N,12/4/13,6,2/27/14
139,F,N,12/4/13,6,2/27/14
139,F,N,3/14/14,5,3/14/14
139,F,N,8/11/14,5,11/6/14
139,F,N,9/2/14,3,10/30/14
143,F,N,1/30/14,U,1/30/14
145,F,N,1/2/14,3,1/3/14
145,F,N,1/8/14,,2/14/14
147,F,N,3/4/14,3,3/4/14
147,F,N,10/27/14,6,10/28/14
149,F,N,10/27/14,U,12/15/14
153,F,N,10/8/13,6,1/28/14
153,F,N,11/7/13,O,2/3/14
153,F,N,12/4/13,U,2/3/14
153,F,N,12/13/13,5,3/5/14
153,F,N,12/16/13,O,3/19/14
153,F,N,12/16/13,O,3/21/14
153,F,N,12/18/13,O,2/4/14
153,F,N,12/27/13,6,2/12/14
153,F,N,1/7/14,U,2/5/14
153,F,N,1/8/14,6,5/20/14
153,F,N,1/8/14,6,2/12/14
153,F,N,1/13/14,U,1/13/14
153,F,N,1/21/14,O,3/4/14
153,F,N,1/23/14,6,2/4/14
153,F,N,1/30/14,O,3/26/14
153,F,N,2/20/14,O,2/27/14
153,F,N,3/12/14,6,4/15/14
153,F,N,3/13/14,O,4/10/14
153,F,N,3/13/14,O,4/7/14
153,F,N,3/24/14,U,3/24/14
153,F,N,3/26/14,U,3/26/14
153,F,N,4/4/14,O,4/22/14
153,F,N,4/7/14,6,4/22/14
153,F,N,4/14/14,6,5/19/14
153,F,N,4/17/14,U,5/22/14
153,F,N,4/25/14,6,7/1/14
153,F,N,5/6/14,U,5/16/14
153,F,N,5/22/14,O,6/2/14
153,F,N,5/27/14,O,7/10/14
153,F,N,6/3/14,5,7/25/14
153,F,N,6/3/14,O,12/3/14
153,F,N,6/10/14,6,7/30/14
153,F,N,6/25/14,O,11/20/14
153,F,N,6/25/14,O,11/20/14
153,F,N,7/1/14,6,8/11/14
153,F,N,7/8/14,O,9/9/14
153,F,N,7/14/14,6,10/7/14
153,F,N,7/21/14,O,9/11/14
153,F,N,7/21/14,5,8/20/14
153,F,N,7/30/14,O,9/9/14
153,F,N,8/6/14,6,9/9/14
153,F,N,8/11/14,O,9/9/14
153,F,N,8/22/14,6,11/10/14
153,F,N,9/5/14,6,9/5/14
153,F,N,9/5/14,6,9/5/14
153,F,N,9/5/14,4,9/5/14
153,F,N,9/5/14,O,9/5/14
153,F,N,9/5/14,O,9/5/14
153,F,N,9/5/14,O,9/5/14
153,F,N,9/29/14,6,10/21/14
153,F,N,10/29/14,O,11/10/14
153,F,N,11/12/14,6,12/3/14
153,F,N,12/8/14,6,12/9/14
155,F,N,11/6/14,,11/5/14
161,F,N,2/6/14,O,2/6/14
161,F,N,2/6/14,O,2/6/14
161,F,N,2/19/14,6,2/13/14
161,F,N,5/7/14,6,5/23/14
161,F,N,7/24/14,6,7/24/14
161,F,N,9/10/14,6,9/17/14
161,F,N,9/11/14,6,9/11/14
161,F,N,10/6/14,6,10/6/14
161,F,N,10/29/14,6,12/3/14
161,F,N,11/6/14,6,11/7/14
161,F,N,12/18/14,6,12/18/14
163,F,N,2/11/14,6,6/25/14
165,F,N,11/20/13,5,7/15/14
165,F,N,11/20/13,O,7/15/14
165,F,N,2/10/14,6,2/18/14
165,F,N,2/24/14,5,3/31/14
165,F,N,2/24/14,O,3/31/14
165,F,N,5/13/14,O,10/2/14
165,F,N,6/30/14,6,8/6/14
165,F,N,11/19/14,6,12/2/14
171,F,N,11/15/13,O,1/13/14
171,F,N,12/11/13,U,3/24/14
171,F,N,1/6/14,6,2/10/14
171,F,N,1/6/14,O,2/24/14
171,F,N,4/8/14,U,4/8/14
171,F,N,6/11/14,O,8/11/14
171,F,N,7/3/14,U,8/25/14
171,F,N,8/6/14,U,8/8/14
171,F,N,8/18/14,O,8/18/14
171,F,N,8/18/14,6,8/18/14
171,F,N,8/19/14,5,11/10/14
173,F,N,2/20/14,5,5/15/14
173,F,N,8/5/14,U,8/20/14
173,F,N,8/6/14,5,8/6/14
173,F,N,8/28/14,6,8/29/14
175,F,N,3/3/14,U,3/18/14
175,F,N,6/24/14,O,6/24/14
175,F,N,6/24/14,O,6/24/14
175,F,N,6/24/14,O,6/24/14
177,F,N,10/11/13,,4/28/14
177,F,N,12/27/13,6,1/10/14
177,F,N,2/10/14,6,2/18/14
177,F,N,2/11/14,6,3/21/14
177,F,N,3/25/14,5,4/8/14
177,F,N,4/11/14,6,4/22/14
177,F,N,6/25/14,O,8/15/14
177,F,N,7/25/14,U,8/25/14
179,F,N,12/23/13,U,1/24/14
179,F,N,7/22/14,U,8/27/14
179,F,N,9/8/14,6,9/18/14
179,F,N,10/6/14,U,11/4/14
179,F,N,11/12/14,O,11/13/14
179,F,N,11/12/14,O,11/13/14
179,F,N,11/12/14,O,11/13/14
179,F,N,11/12/14,5,11/13/14
185,F,N,10/16/14,U,10/20/14
187,F,N,12/5/14,6,12/16/14
191,F,N,3/31/14,U,4/11/14
191,F,N,4/9/14,U,4/18/14
191,F,N,8/7/14,U,8/26/14
195,F,N,5/8/14,5,5/8/14
197,F,N,2/14/13,5,4/17/14
510,F,N,12/4/06,O,4/18/14
510,F,N,4/27/11,O,11/18/14
510,F,N,2/6/14,O,2/26/14
510,F,N,2/26/14,6,2/24/14
510,F,N,3/19/14,O,3/26/14
510,F,N,3/21/14,U,3/28/14
510,F,N,4/11/14,U,4/11/14
510,F,N,4/17/14,3,4/17/14
510,F,N,4/29/14,U,4/29/14
510,F,N,5/1/14,U,5/1/14
510,F,N,5/1/14,U,5/1/14
510,F,N,5/8/14,U,5/8/14
510,F,N,5/13/14,U,5/13/14
510,F,N,5/15/14,,5/15/14
510,F,N,5/21/14,U,5/22/14
510,F,N,6/2/14,,6/2/14
510,F,N,6/2/14,U,6/2/14
510,F,N,11/4/14,6,10/31/14
510,F,N,11/12/14,U,11/12/14
510,F,N,12/17/14,O,12/22/14
510,F,N,12/30/14,6,12/22/14
510,F,N,12/30/14,6,12/19/14
520,F,N,4/15/14,U,4/15/14
520,F,N,8/25/14,U,8/28/14
520,F,N,10/16/14,U,10/23/14
540,F,N,8/1/14,3,8/1/14
550,F,N,11/25/13,5,2/21/14
550,F,N,1/7/14,5,2/7/14
550,F,N,4/11/14,U,6/11/14
550,F,N,8/14/14,U,8/14/14
550,F,N,12/5/14,5,12/10/14
570,F,N,1/27/14,U,2/25/14
590,F,N,7/8/14,O,7/11/14
620,F,N,6/2/14,U,8/25/14
640,F,N,12/26/07,5,9/8/14
640,F,N,12/26/07,5,9/8/14
640,F,N,5/27/08,5,9/8/14
640,F,N,9/6/94,6,9/8/14
640,F,N,9/16/97,,9/8/14
640,F,N,2/6/98,,9/8/14
650,F,N,10/2/06,O,3/13/14
650,F,N,11/22/11,6,5/6/14
650,F,N,5/30/13,6,1/15/14
650,F,N,10/4/13,6,4/17/14
650,F,N,10/10/13,6,2/7/14
650,F,N,10/22/13,6,5/30/14
650,F,N,10/23/13,6,2/5/14
650,F,N,11/1/13,6,1/15/14
650,F,N,11/1/13,6,4/10/14
650,F,N,11/1/13,6,2/21/14
650,F,N,12/3/13,6,7/16/14
650,F,N,12/3/13,6,5/14/14
650,F,N,12/11/13,6,4/17/14
650,F,N,1/9/14,6,5/19/14
650,F,N,1/9/14,6,2/18/14
650,F,N,2/18/14,6,4/4/14
650,F,N,2/19/14,6,3/19/14
650,F,N,4/9/14,6,9/11/14
650,F,N,4/11/14,O,4/11/14
650,F,N,4/16/14,6,6/23/14
650,F,N,4/16/14,6,4/18/14
650,F,N,5/5/14,6,6/20/14
650,F,N,5/13/14,6,9/3/14
650,F,N,6/12/14,6,6/13/14
650,F,N,6/13/14,6,9/3/14
650,F,N,6/17/14,6,7/31/14
650,F,N,6/17/14,6,10/17/14
650,F,N,6/23/14,O,7/15/14
650,F,N,7/2/14,O,7/2/14
650,F,N,7/2/14,U,7/2/14
650,F,N,7/21/14,O,10/22/14
650,F,N,8/18/14,U,8/18/14
650,F,N,8/22/14,O,8/22/14
650,F,N,8/22/14,U,8/22/14
650,F,N,9/19/14,6,11/10/14
650,F,N,9/19/14,U,9/23/14
650,F,N,9/22/14,6,10/17/14
650,F,N,9/25/14,6,10/24/14
650,F,N,10/16/14,O,10/28/14
650,F,N,10/16/14,O,10/29/14
650,F,N,11/10/14,6,12/18/14
650,F,N,12/8/14,O,12/8/14
650,F,N,12/8/14,5,12/8/14
670,F,N,6/5/14,5,6/5/14
680,F,N,7/16/14,5,12/8/14
680,F,N,8/7/14,5,12/8/14
690,F,N,8/20/14,O,10/31/14
690,F,N,10/10/14,4,11/14/14
701,F,N,1/15/14,6,1/15/14
701,F,N,3/5/14,6,4/18/14
701,F,N,12/19/14,6,12/19/14
701,F,N,12/19/14,6,12/19/14
702,F,N,11/18/13,6,2/11/14
702,F,N,11/27/13,6,1/14/14
702,F,N,3/17/14,U,6/16/14
702,F,N,3/20/14,6,6/10/14
702,F,N,3/25/14,6,6/23/14
702,F,N,3/25/14,5,6/23/14
702,F,N,4/29/14,6,6/23/14
702,F,N,4/30/14,6,6/23/14
702,F,N,5/19/14,6,6/11/14
702,F,N,5/21/14,6,8/12/14
702,F,N,6/17/14,6,7/2/14
711,F,N,4/25/06,O,5/8/14
711,F,N,11/12/13,U,1/8/14
711,F,N,1/28/14,5,3/12/14
711,F,N,6/13/14,5,7/24/14
711,F,N,6/13/14,5,7/24/14
711,F,N,8/12/14,6,8/12/14
711,F,N,9/30/14,U,10/3/14
711,F,N,11/20/14,1,11/19/14
711,F,N,12/15/14,1,12/15/14
711,F,N,12/17/14,6,12/17/14
730,F,N,1/7/11,6,1/24/14
730,F,N,1/6/14,O,1/13/14
730,F,N,1/28/14,O,3/10/14
730,F,N,1/28/14,O,3/10/14
730,F,N,3/19/14,O,3/19/14
730,F,N,11/17/14,O,11/17/14
730,F,N,11/17/14,6,11/24/14
740,F,N,9/17/14,U,9/18/14
761,F,N,1/6/14,U,1/6/14
761,F,N,2/28/14,O,4/29/14
761,F,N,3/21/14,O,3/21/14
761,F,N,6/9/14,O,6/9/14
761,F,N,6/9/14,O,6/9/14
761,F,N,9/23/14,1,9/23/14
761,F,N,10/10/14,U,10/10/14
761,F,N,10/16/14,6,10/16/14
761,F,N,12/5/14,6,12/18/14
762,F,N,12/17/13,5,3/28/14
762,F,N,4/25/14,O,8/29/14
762,F,N,12/29/14,,12/31/14
770,F,N,12/2/13,O,1/2/14
770,F,N,1/13/14,O,2/6/14
770,F,N,1/29/14,6,2/20/14
770,F,N,2/19/14,O,2/24/14
770,F,N,4/16/14,5,4/18/14
770,F,N,4/25/14,6,6/17/14
770,F,N,4/25/14,O,6/17/14
770,F,N,5/27/14,U,6/27/14
770,F,N,7/21/14,3,9/25/14
770,F,N,9/23/14,6,10/22/14
770,F,N,10/22/14,6,10/22/14
770,F,N,10/22/14,O,10/22/14
770,F,N,11/5/14,O,11/5/14
770,F,N,11/17/14,O,12/18/14
770,F,N,11/18/14,U,12/1/14
770,F,N,12/29/14,5,12/29/14
775,F,N,2/11/14,6,2/18/14
775,F,N,4/25/14,6,4/25/14
775,F,N,5/21/14,U,5/21/14
775,F,N,5/21/14,U,5/21/14
800,F,N,2/20/14,U,6/12/14
800,F,N,4/17/14,5,4/17/14
800,F,N,6/20/14,6,6/30/14
800,F,N,8/6/14,U,8/6/14
800,F,N,8/29/14,U,8/29/14
800,F,N,9/15/14,6,9/26/14
800,F,N,10/20/14,U,10/20/14
810,F,N,11/18/13,6,2/14/14
810,F,N,11/22/13,6,3/6/14
810,F,N,11/25/13,O,2/7/14
810,F,N,1/21/14,6,2/27/14
810,F,N,5/12/14,6,5/16/14
810,F,N,5/14/14,U,6/13/14
810,F,N,6/2/14,U,6/23/14
810,F,N,6/2/14,6,7/10/14
810,F,N,6/13/14,5,10/30/14
810,F,N,6/19/14,U,6/23/14
810,F,N,6/30/14,5,9/26/14
810,F,N,7/7/14,4,9/4/14
810,F,N,7/24/14,U,8/21/14
810,F,N,8/15/14,U,9/15/14
810,F,N,9/3/14,6,9/19/14
810,F,N,9/22/14,O,10/30/14
810,F,N,10/8/14,6,11/21/14
840,F,N,1/10/14,U,1/22/14
840,F,N,2/12/14,U,2/12/14
840,F,N,2/12/14,6,6/11/14
840,F,N,3/24/14,6,9/17/14
840,F,N,7/7/14,6,9/24/14
840,F,N,7/21/14,5,7/21/14
840,F,N,8/28/14,O,9/8/14
840,F,N,8/28/14,O,9/8/14
840,F,N,9/26/14,6,9/26/14
